6/7 ซอย8 ถนนสนามบินเก่า อำเภอเมือง Chiang Mai 50000, Thailand|""|18.788|98.9619|https://maps.gstatic.com/mapfiles/place_api/icons/travel_agent-71.png|83874657ef3e6311d9f0089df05fe1b5502123bb|ChIJFyOs23s62jAR9YpjG1iD4lM|""|สยามโรยัลโวยาจส์|0|0|CpQBhAAAALLHc1MLLTZg40fINSYMkLlT6N8BwrG4_tnz0XvBsUZxFepC7B6Jh1ribc6o2udgf2wKTxHyUIvnnSu9-THALdvy0xGrXqfn3EXvBkXRiu4FcySeJqggF-vSKJc_nPg7doar-0vI0xjCAXWQrzxXw56st6dSNphk4-e9ta2JsPcTHHyfC5ThB5xuLKozfg_xRRIQGDJGjmCniE47Hxi-9-lqYhoU4nYrfuSV05kbsYbFV4rKTiCChvk|https://plus.google.com/105986675362676689819/about?hl=en-US||6/7 ซอย8 ถนนสนามบินเก่า, อำเภอเมือง|""|2015-10-14 06:54:36.984369+00|2015-10-14 06:54:36.984369+00|33f6c101-a921-4cf0-aef6-3f13697644c5|2015-10-14 06:54:36.984369+00|2015-10-14 06:54:36.984369+00|a5f53abf-bf50-4641-8e66-358b17b5b147||c9a45a88-3327-42b2-9b9b-47f710df9565|33f6c101-a921-4cf0-aef6-3f13697644c5|travel_agency|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|c9a45a88-3327-42b2-9b9b-47f710df9565|1|
120 หมู่ที่ 3, ตำบลหนองช้างคืน อำเภอเมืองลำพูน จังหวัดลำพูน, 51150 Thailand|053 982 920|18.6537|99.0122|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|2fc91ed0b3e5ed32080a91cc6938e7444e8f7c7d|ChIJKVvkMXYy2jAR3XK-QWUmQug|+66 53 982 920|กลุ่มศูนย์แปรรูปผลิตลำไยอบแห้ง|0|0|CrQBrwAAAObAMtk4Va8W0glebXGrFjVVbpfCGpTzirsbUMzzg11_cbW56fcQyOudVJN7Fhw-ZgxSU2VlM4jwy8txJdLBor8hJZRMwoGVtt7QxpfBx_OEqlJu96Ef7ygPYtMt9c-2WX0ggLjB8ov5SdFca9mLv2zeLQDH1f824a1kO0fnjLoH-Y11VJ5Z79XOv4Pygoa3TQGvl2a3K8WGgaUCtAATNBduxBoPyifrUUuNXg30j-iYEhBrhcZ6nC6OA-ZaJ0zXL9x4GhQaDDKH6cTEzz_idkgFSDZUy5H4KQ|https://plus.google.com/105533234323969402925/about?hl=en-US||120 หมู่ที่ 3, ตำบลหนองช้างคืน อำเภอเมืองลำพูน จังหวัดลำพูน, 51150|""|2015-10-14 06:54:37.170399+00|2015-10-14 06:54:37.170399+00|ac03d592-c02c-43a8-93a2-ba54050d0425|2015-10-14 06:54:37.170399+00|2015-10-14 06:54:37.170399+00|9d379bd4-9d78-4b3c-9e1c-ea687e790af6||bdc308e9-d2ca-4ea5-a806-c45a278711f3|ac03d592-c02c-43a8-93a2-ba54050d0425|food|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|bdc308e9-d2ca-4ea5-a806-c45a278711f3|1|
120 หมู่ที่ 3, ตำบลหนองช้างคืน อำเภอเมืองลำพูน จังหวัดลำพูน, 51150 Thailand|053 982 920|18.6537|99.0122|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|2fc91ed0b3e5ed32080a91cc6938e7444e8f7c7d|ChIJKVvkMXYy2jAR3XK-QWUmQug|+66 53 982 920|กลุ่มศูนย์แปรรูปผลิตลำไยอบแห้ง|0|0|CrQBrwAAAObAMtk4Va8W0glebXGrFjVVbpfCGpTzirsbUMzzg11_cbW56fcQyOudVJN7Fhw-ZgxSU2VlM4jwy8txJdLBor8hJZRMwoGVtt7QxpfBx_OEqlJu96Ef7ygPYtMt9c-2WX0ggLjB8ov5SdFca9mLv2zeLQDH1f824a1kO0fnjLoH-Y11VJ5Z79XOv4Pygoa3TQGvl2a3K8WGgaUCtAATNBduxBoPyifrUUuNXg30j-iYEhBrhcZ6nC6OA-ZaJ0zXL9x4GhQaDDKH6cTEzz_idkgFSDZUy5H4KQ|https://plus.google.com/105533234323969402925/about?hl=en-US||120 หมู่ที่ 3, ตำบลหนองช้างคืน อำเภอเมืองลำพูน จังหวัดลำพูน, 51150|""|2015-10-14 06:54:37.170399+00|2015-10-14 06:54:37.170399+00|ac03d592-c02c-43a8-93a2-ba54050d0425|2015-10-14 06:54:37.170399+00|2015-10-14 06:54:37.170399+00|344a5db9-4857-4f01-bd6c-641937df18cf||9ea956ed-b358-483c-88ca-542613a330d5|ac03d592-c02c-43a8-93a2-ba54050d0425|store|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|9ea956ed-b358-483c-88ca-542613a330d5|1|
Su Thep, Mueang Chiang Mai District, Chiang Mai, Thailand|""|18.7838|98.9587|https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png|6ab18a91c76d3e8a582c4d232aebe6dccfd762c6|ChIJvxn-PXg62jARqREh4188W3U|""|Vision|0|0|CmRZAAAA5UF4lZxz49RW6dEgmpOKUB98pnsrBK8BxJ2TOW9tBBRoAvPzXCglRPpppMhwUBv6UAGfNGg_CMyC_-asp7-ccmoYHZdxP4TePSwyH0mBN2HBF4iKKobA8aq09nPES-k9EhBANqSiWUkeJFA7iTwu8PKWGhRpH_-vqkWPTvBdtXgkToRAuphCYA|https://plus.google.com/102870571056316301703/about?hl=en-US||Su Thep, Mueang Chiang Mai District|""|2015-10-14 06:54:37.211888+00|2015-10-14 06:54:37.211888+00|cbb89a1b-7981-4c0f-a549-f00493f68788|2015-10-14 06:54:37.211888+00|2015-10-14 06:54:37.211888+00|fae6464e-5a65-44cc-86a2-2876e7821662||bb96a102-948e-4a16-91d8-d17555d8ef31|cbb89a1b-7981-4c0f-a549-f00493f68788|restaurant|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|bb96a102-948e-4a16-91d8-d17555d8ef31|1|
Su Thep, Mueang Chiang Mai District, Chiang Mai, Thailand|""|18.7838|98.9587|https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png|6ab18a91c76d3e8a582c4d232aebe6dccfd762c6|ChIJvxn-PXg62jARqREh4188W3U|""|Vision|0|0|CmRZAAAA5UF4lZxz49RW6dEgmpOKUB98pnsrBK8BxJ2TOW9tBBRoAvPzXCglRPpppMhwUBv6UAGfNGg_CMyC_-asp7-ccmoYHZdxP4TePSwyH0mBN2HBF4iKKobA8aq09nPES-k9EhBANqSiWUkeJFA7iTwu8PKWGhRpH_-vqkWPTvBdtXgkToRAuphCYA|https://plus.google.com/102870571056316301703/about?hl=en-US||Su Thep, Mueang Chiang Mai District|""|2015-10-14 06:54:37.211888+00|2015-10-14 06:54:37.211888+00|cbb89a1b-7981-4c0f-a549-f00493f68788|2015-10-14 06:54:37.211888+00|2015-10-14 06:54:37.211888+00|9f3eb970-f615-442b-970c-7a19affee34c||bdc308e9-d2ca-4ea5-a806-c45a278711f3|cbb89a1b-7981-4c0f-a549-f00493f68788|food|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|bdc308e9-d2ca-4ea5-a806-c45a278711f3|1|
ซอย 3 บ้านส่ามช้าง Pratu Pa, ลำพูน Lamphun 51150, Thailand|053 541 068|18.6327|98.9994|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|4b0beec9a03470790b4f5c486f12427a53cbe989|ChIJRfahLbst2jAReTQeJ_gLeXc|+66 53 541 068|ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร สาขาอุโมงค์|0|0|CvQB4wAAAJa8AszNMD25EunCTAFxKcU6RHQnsb0oJeZLamWlzURoPw4AtNO8uTYu1ke6f-unTR5LYpDJTN0WPAfmpXB-B1TY6N1zpVoeDq8eHTqvkP-49iy9lvPXjBjnOtESIBFgilVXhy_bmwtefW4VpQ0TvFJur623jsrwEUJZ9en2eDunNyDXKNfTiFw0fHxUwmuWlAzotyX5iccidMLqk2wh24PVUHd-9hEAEBp3DuwSOEoDDGebi4WXKkpMt5l4nQ9OFTpOajxTxI_fcV82zySweNy8TmnoiABSL7EmV120Bj4RTWk8z38GIU5Oj2-CTOGgthIQ6yR-ygItOSJo-5PyOsZWJhoUJupUaZ6Q5gyUku6kW9ss5ZolikA|https://plus.google.com/117811702972814128156/about?hl=en-US||ซอย 3 บ้านส่ามช้าง, Pratu Pa, ลำพูน|http://www.baac.or.th/|2015-10-14 06:54:37.343037+00|2015-10-14 06:54:37.343037+00|0af15249-2ffb-4165-aee0-caa2109d3e42|2015-10-14 06:54:37.343037+00|2015-10-14 06:54:37.343037+00|67b83507-de57-4497-97d3-b05f80bd336b||61a1a6c0-123b-415b-872c-ac3acd79b0d5|0af15249-2ffb-4165-aee0-caa2109d3e42|finance|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|61a1a6c0-123b-415b-872c-ac3acd79b0d5|1|
ซอย 3 บ้านส่ามช้าง Pratu Pa, ลำพูน Lamphun 51150, Thailand|053 541 068|18.6327|98.9994|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|4b0beec9a03470790b4f5c486f12427a53cbe989|ChIJRfahLbst2jAReTQeJ_gLeXc|+66 53 541 068|ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร สาขาอุโมงค์|0|0|CvQB4wAAAJa8AszNMD25EunCTAFxKcU6RHQnsb0oJeZLamWlzURoPw4AtNO8uTYu1ke6f-unTR5LYpDJTN0WPAfmpXB-B1TY6N1zpVoeDq8eHTqvkP-49iy9lvPXjBjnOtESIBFgilVXhy_bmwtefW4VpQ0TvFJur623jsrwEUJZ9en2eDunNyDXKNfTiFw0fHxUwmuWlAzotyX5iccidMLqk2wh24PVUHd-9hEAEBp3DuwSOEoDDGebi4WXKkpMt5l4nQ9OFTpOajxTxI_fcV82zySweNy8TmnoiABSL7EmV120Bj4RTWk8z38GIU5Oj2-CTOGgthIQ6yR-ygItOSJo-5PyOsZWJhoUJupUaZ6Q5gyUku6kW9ss5ZolikA|https://plus.google.com/117811702972814128156/about?hl=en-US||ซอย 3 บ้านส่ามช้าง, Pratu Pa, ลำพูน|http://www.baac.or.th/|2015-10-14 06:54:37.343037+00|2015-10-14 06:54:37.343037+00|0af15249-2ffb-4165-aee0-caa2109d3e42|2015-10-14 06:54:37.343037+00|2015-10-14 06:54:37.343037+00|8262e627-5347-4951-b266-1918a130d62f||5abed995-5376-4172-b3ab-d37fdd73b220|0af15249-2ffb-4165-aee0-caa2109d3e42|bank|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|5abed995-5376-4172-b3ab-d37fdd73b220|1|
2 Soi4 Morakot Road T.Chang Puak A.Muang, 50300, Thailand|053 404 909|18.8026|98.979|https://maps.gstatic.com/mapfiles/place_api/icons/lodging-71.png|7a4fe5adc64f1d09206c833bf42e6ea7b4d603af|ChIJIWZucI062jARU7KGU_z2owE|+66 53 404 909|Ban Kong Rao Guesthouse|0|0|CnRqAAAARr390MUidf0DmgYhml1KszjK0aswZx_z7_GVwoHQKBfqDCPNVNYKd9AhdHkoxRLzNKAqjRiNlauIqWSQrloJi2kgXOEgXwCIvdhmRjq2QSi7Upjb_29umPQL3eUzhoXjaH66TlJs5HnM01wB47tdJRIQEDfQooiGp87rq8x-Xk0ocxoUEdfOZpTWQbBrsI5IcjWf26J9Fig|https://plus.google.com/104676208164955798305/about?hl=en-US||Chiang Mai, 2 Soi4 Morakot Road T.Chang Puak A.Muang|http://www.bankongrao.com/|2015-10-14 06:54:37.556367+00|2015-10-14 06:54:37.556367+00|4471143f-b7f0-48fe-93e5-ecb3a2c4ee49|2015-10-14 06:54:37.556367+00|2015-10-14 06:54:37.556367+00|2fee7924-cf0a-4b5c-973e-908ff503b821||fefedd03-33a5-4b79-869e-cb9b254fd934|4471143f-b7f0-48fe-93e5-ecb3a2c4ee49|lodging|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|fefedd03-33a5-4b79-869e-cb9b254fd934|1|
159/4 หมู่7, ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่, 50140 50140, Thailand|053 850 644|18.7465|99.0345|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|9968441b693a097213fb6ce129684dc4349c363c|ChIJjW6qeccv2jARhHEvRV0FuA4|+66 53 850 644|ห้างหุ้นส่วนสามัญ สตาร์แอ๊คเคาน์ติ้งเซ็นเตอร์|0|0|CuQB2gAAAP_iKR_Net7gpY7Tffol0xePWKINqYPEuAlsSQLDXv5yNvo_WXrXqhWEwAlppcc1f5NTJBzWNaykudYm0s9kePh401f3FQhD1XSpDQgSrHofp9C5UEBXCEEuwoO3l4a8ZgIxruGmWvMy3bIJRJvcQr3phxaifiX5ynplqZf08CLvluYx7tlKFgcQqPxLoOWg8g6zH4AiMT22_DLlA6sLciUQfI1vYYpgUSdUTEtHAJ7MN9I9x0F_AVVXVGw1Pl456DlKLU5QNgBZ-OrDneRzG_9o1SgOv_Q_PUiGBqut26QZEhDIbjUjorEM8COMpK5piMm9GhTJh_HbQGEyMEYba4j5cThKwv1b4w|https://plus.google.com/106292599311118302549/about?hl=en-US||159/4 หมู่7, ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่, 50140|""|2015-10-14 06:54:37.730317+00|2015-10-14 06:54:37.730317+00|b4fe7c9d-02ca-4171-a3ed-de88aec1a7d5|2015-10-14 06:54:37.730317+00|2015-10-14 06:54:37.730317+00|d2326965-f72c-475e-a520-79dd645d0242||e50379b9-be07-40d7-8a27-ad9d3c8890c6|b4fe7c9d-02ca-4171-a3ed-de88aec1a7d5|accounting|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|e50379b9-be07-40d7-8a27-ad9d3c8890c6|1|
159/4 หมู่7, ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่, 50140 50140, Thailand|053 850 644|18.7465|99.0345|https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png|9968441b693a097213fb6ce129684dc4349c363c|ChIJjW6qeccv2jARhHEvRV0FuA4|+66 53 850 644|ห้างหุ้นส่วนสามัญ สตาร์แอ๊คเคาน์ติ้งเซ็นเตอร์|0|0|CuQB2gAAAP_iKR_Net7gpY7Tffol0xePWKINqYPEuAlsSQLDXv5yNvo_WXrXqhWEwAlppcc1f5NTJBzWNaykudYm0s9kePh401f3FQhD1XSpDQgSrHofp9C5UEBXCEEuwoO3l4a8ZgIxruGmWvMy3bIJRJvcQr3phxaifiX5ynplqZf08CLvluYx7tlKFgcQqPxLoOWg8g6zH4AiMT22_DLlA6sLciUQfI1vYYpgUSdUTEtHAJ7MN9I9x0F_AVVXVGw1Pl456DlKLU5QNgBZ-OrDneRzG_9o1SgOv_Q_PUiGBqut26QZEhDIbjUjorEM8COMpK5piMm9GhTJh_HbQGEyMEYba4j5cThKwv1b4w|https://plus.google.com/106292599311118302549/about?hl=en-US||159/4 หมู่7, ตำบลไชยสถาน อำเภอสารภี จังหวัดเชียงใหม่, 50140|""|2015-10-14 06:54:37.730317+00|2015-10-14 06:54:37.730317+00|b4fe7c9d-02ca-4171-a3ed-de88aec1a7d5|2015-10-14 06:54:37.730317+00|2015-10-14 06:54:37.730317+00|181ddc9d-de0f-4e7f-bc2b-e61ccb25c33c||61a1a6c0-123b-415b-872c-ac3acd79b0d5|b4fe7c9d-02ca-4171-a3ed-de88aec1a7d5|finance|2015-10-14 06:51:33.228907+00|2015-10-14 06:51:33.228907+00|61a1a6c0-123b-415b-872c-ac3acd79b0d5|1|
